,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,totalprod,avg_temp,anomaly,median aqi,varroa,spores,cbpv,dwv,iapv,kbv,sbpv,abpv,dwv-b,lsv2,mkv,urban_rate,year,code,state
49,2139.8,15241.6,226.5,1961.4,0.0,1044000.0,60.4,1.0,44.30769230769231,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.8,2013,AZ,Arizona
50,48.7,9038.0,304.0,679.5,0.0,1920000.0,61.6,2.2,47.5,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2,2007,AZ,Arizona
51,48.7,9657.7,547.3,3470.6,0.0,1950000.0,61.1,1.7,49.142857142857146,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2,2006,AZ,Arizona
52,96.7,10884.3,257.8,1635.9,0.0,1760000.0,60.4,1.0,41.30769230769231,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2,2004,AZ,Arizona
53,0.0,9847.5,94.4,1120.2,0.0,2520000.0,61.9,2.5,45.38461538461539,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2,2003,AZ,Arizona
54,0.0,8633.8,141.2,2509.3,0.0,1800000.0,61.1,1.7,42.714285714285715,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2,2005,AZ,Arizona
55,0.0,6235.4,562.2,141.6,0.0,2394000.0,61.2,1.8,43.15384615384615,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2,2002,AZ,Arizona
56,0.0,10467.4,0.0,0.0,0.0,2360000.0,61.7,2.3,40.23076923076923,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2,2000,AZ,Arizona
57,0.0,3713.1,19.6,0.0,0.0,2537000.0,61.2,1.8,38.46153846153846,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,88.2,2001,AZ,Arizona
58,0.0,5171.6,0.0,0.0,0.0,3224000.0,60.8,1.4,47.166666666666664,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.5,1999,AZ,Arizona
59,0.0,4814.2,0.0,0.0,0.0,3300000.0,59.3,-0.1,44.6,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,87.5,1998,AZ,Arizona
60,143619.6,150569.3,17910.1,22852.8,0.0,8250000.0,60.8,3.4,49.425925925925924,1.199090909090909,1.0318181818181817,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,2015,CA,California
61,9887.705555555556,75196.28888888887,5521.461111111112,12327.561111111112,4.772222222222222,11160000.0,60.1,2.7,46.388888888888886,1.1847727272727273,0.7431818181818183,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,2016,CA,California
62,7845.2,134904.2,15249.1,20154.2,0.0,12480000.0,61.4,4.0,48.888888888888886,1.6893617021276597,0.3377777777777778,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,2014,CA,California
63,6569.3,130277.0,12189.3,18075.6,0.0,10890000.0,59.3,1.9,49.425925925925924,2.047142857142857,0.9042857142857144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,2013,CA,California
64,2898.1,112795.9,7572.1,17423.0,0.3,11550000.0,59.5,2.1,48.7037037037037,1.9657777777777778,0.2922222222222222,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,2012,CA,California
65,9887.705555555556,75196.28888888887,5521.461111111112,12327.561111111112,4.772222222222222,13735000.0,60.3,2.9,49.0188679245283,1.169677419354839,0.7564516129032258,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,2017,CA,California
66,1.3,112185.1,2541.8,11249.3,28.7,13600000.0,58.9,1.5,48.886792452830186,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2007,CA,California
67,796.9,73976.8,4115.9,9496.4,0.0,11715000.0,58.8,1.4,47.56603773584906,1.8308333333333333,0.17500000000000002,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,94.4,2009,CA,California
68,608.0,61475.8,3394.4,36480.3,17.1,18360000.0,58.9,1.5,50.905660377358494,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2008,CA,California
69,14229.5,112450.6,7391.2,15457.0,0.0,17760000.0,57.4,0.0,49.425925925925924,1.6966666666666665,0.7068421052631578,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,2011,CA,California
70,0.0,45520.7,4963.9,13963.7,39.8,19760000.0,58.6,1.2,47.60377358490566,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2006,CA,California
71,0.0,38897.8,4439.2,15984.1,0.0,17550000.0,58.9,1.5,49.698113207547166,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2004,CA,California
72,0.0,42563.9,5460.7,13997.2,0.0,30000000.0,58.6,1.2,45.9811320754717,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2005,CA,California
73,1410.8,93949.9,4521.7,11462.0,0.0,27470000.0,57.7,0.3,45.301886792452834,1.2824242424242425,0.7593939393939394,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,95.0,2010,CA,California
74,0.0,30796.5,0.0,0.0,0.0,30800000.0,58.8,1.4,47.42857142857143,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2000,CA,California
75,0.0,61047.2,0.0,0.0,0.0,37350000.0,56.7,-0.7,42.464285714285715,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92.6,1998,CA,California
76,0.0,35178.6,0.0,0.0,0.0,28060000.0,59.1,1.7,48.945454545454545,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2001,CA,California
77,0.0,41778.9,0.0,0.0,0.0,27900000.0,58.0,0.6,50.67857142857143,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92.6,1999,CA,California
78,0.0,36653.3,5021.8,3007.5,0.0,23500000.0,58.8,1.4,51.5,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2002,CA,California
79,0.0,38511.7,4615.1,12293.0,0.0,32160000.0,59.4,2.0,50.5,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.4,2003,CA,California
80,1861.5,1657.0,1847.5,0.0,0.0,1840000.0,45.8,1.2,29.0,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2004,CO,Colorado
81,0.0,1213.2,353.6,0.0,0.0,1440000.0,46.1,1.5,30.821428571428573,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2002,CO,Colorado
82,0.0,381.1,485.3,0.0,0.0,2064000.0,47.0,2.4,30.535714285714285,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2003,CO,Colorado
83,12283.8,3915.9,5185.3,0.0,0.0,1200000.0,48.3,3.7,40.25806451612903,2.0777777777777775,0.027777777777777776,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2,2012,CO,Colorado
84,9791.5,3276.3,6200.5,0.0,0.0,1118000.0,45.1,0.5,39.6,1.9866666666666666,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2,2013,CO,Colorado
85,0.0,1575.0,9.8,0.0,0.0,1430000.0,46.8,2.2,29.366666666666667,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2001,CO,Colorado
86,8658.2,1140.7,8689.7,0.0,0.0,999000.0,46.1,1.5,36.5,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2,2014,CO,Colorado
87,4894.1,960.4,2425.9,12.2,0.0,1215000.0,44.9,0.3,36.13333333333333,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2008,CO,Colorado
88,0.0,1724.5,0.0,0.0,0.0,1944000.0,46.2,1.6,31.06896551724138,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,1998,CO,Colorado
89,0.0,913.9,0.0,0.0,0.0,2052000.0,46.6,2.0,29.5,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.4,1999,CO,Colorado
90,7375.4,2561.9,2176.0,0.0,0.0,1484000.0,45.2,0.6,35.375,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2009,CO,Colorado
91,5369.9,2381.9,622.5,0.0,0.0,1960000.0,46.8,2.2,30.464285714285715,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2005,CO,Colorado
92,0.0,4567.8,207.0,0.0,0.0,1479000.0,47.4,2.8,35.45161290322581,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2,2015,CO,Colorado
93,0.0,263.8,0.0,0.0,0.0,1740000.0,47.0,2.4,29.6,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2000,CO,Colorado
94,2223.3,1794.0,1077.1,0.0,0.0,1581000.0,46.2,1.6,37.44827586206897,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2007,CO,Colorado
95,20234.1,3789.6,3456.8,0.0,0.0,1705000.0,45.4,0.8,38.8125,10.405263157894737,0.06578947368421052,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2,2011,CO,Colorado
96,5137.827777777777,2024.227777777778,2129.238888888889,0.6777777777777777,0.0,1280000.0,47.3,2.7,35.15625,3.1752631578947366,0.15526315789473685,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2,2016,CO,Colorado
97,5137.827777777777,2024.227777777778,2129.238888888889,0.6777777777777777,0.0,1419000.0,47.9,3.3,36.4375,1.2242857142857144,0.0071428571428571435,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2,2017,CO,Colorado
98,16623.2,3435.3,4125.3,0.0,0.0,1904000.0,46.2,1.6,36.5,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86.2,2010,CO,Colorado
99,3165.9,883.8,1464.0,0.0,0.0,2700000.0,46.5,1.9,30.964285714285715,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.5,2006,CO,Colorado
100,134.3,31040.8,2152.0,181.1,0.0,11850000.0,70.8,0.7,39.083333333333336,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2008,FL,Florida
101,84.4,42580.1,933.8,16.5,0.0,11360000.0,71.8,1.7,40.8,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2007,FL,Florida
102,7.9,26821.9,1887.8,93.5,0.0,13760000.0,70.8,0.7,39.638888888888886,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2005,FL,Florida
103,96.3,31796.6,2237.5,734.4,0.0,11560000.0,71.2,1.1,38.361111111111114,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2009,FL,Florida
104,85.4,20595.0,625.4,156.2,0.0,13770000.0,71.4,1.3,40.833333333333336,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2006,FL,Florida
105,358.2,38183.4,13523.4,469.8,0.0,10980000.0,71.7,1.6,38.71052631578947,5.3508000000000004,0.41159999999999997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.2,2011,FL,Florida
106,657.7,45642.4,11270.7,487.6,0.0,12352000.0,71.9,1.8,36.94736842105263,4.230952380952381,0.5095238095238095,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.2,2012,FL,Florida
107,238.5,29766.4,3700.1,290.7,0.0,13800000.0,69.2,-0.9,40.351351351351354,2.5683333333333334,0.7458333333333332,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.2,2010,FL,Florida
108,162.9421052631579,28710.01578947368,4402.863157894736,218.75789473684208,0.0,8815000.0,72.8,2.7,37.0,5.235263157894737,0.5394736842105263,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,91.2,2017,FL,Florida
109,0.0,15851.0,1146.7,0.0,0.0,20090000.0,70.8,0.7,39.69444444444444,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2004,FL,Florida
110,0.0,35597.6,0.0,0.0,0.0,14910000.0,70.9,0.8,36.388888888888886,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2003,FL,Florida
111,93.8,52580.4,11642.4,1.8,0.0,10750000.0,72.5,2.4,37.205128205128204,5.457222222222223,0.5888888888888889,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2,2016,FL,Florida
112,0.0,9378.8,0.0,0.0,0.0,22000000.0,70.9,0.8,37.21621621621622,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2001,FL,Florida
113,198.9,37847.4,7991.5,712.0,0.0,11880000.0,73.4,3.3,34.717948717948715,4.726,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.2,2015,FL,Florida
114,281.9,61532.0,13291.0,643.9,0.0,13420000.0,71.7,1.6,35.0,6.648000000000001,0.9365,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.2,2013,FL,Florida
115,0.0,7846.5,10.2,0.0,0.0,20460000.0,71.3,1.2,36.52777777777778,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2002,FL,Florida
116,0.0,11173.8,0.0,0.0,0.0,23256000.0,71.2,1.1,37.0,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.8,1999,FL,Florida
117,0.0,11049.1,0.0,0.0,0.0,22540000.0,72.5,2.4,33.457142857142856,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.8,1998,FL,Florida
118,0.0,6003.8,0.0,0.0,0.0,24360000.0,70.6,0.5,38.97142857142857,3.603913043478261,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89.3,2000,FL,Florida
119,858.6,30203.3,13241.9,368.9,0.0,14700000.0,70.6,0.5,36.53846153846154,3.8412,0.632,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.2,2014,FL,Florida
