year,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic,prevyear_nCLOTHIANIDIN,prevyear_nIMIDACLOPRID,prevyear_nTHIAMETHOXAM,prevyear_nACETAMIPRID,prevyear_nTHIACLOPRID,NorthDakota_PrevYear,prevyearyield,avg_temp,anomaly,varroa,spores,cbpv_max,dwv_max,iapv_max,kbv_max,sbpv_max,abpv_max,dwv-b_max,lsv2_max,mkv_max,cbpv_prob,dwv_prob,iapv_prob,kbv_prob,sbpv_prob,abpv_prob,dwv-b_prob,lsv2_prob,mkv_prob,prevyearspores,prevyearvarroa,urbanicity,Prev Days with AQI,Prev Good Days,Prev Moderate Days,Prev Unhealthy for Sensitive Groups Days,Prev Unhealthy Days,Prev Very Unhealthy Days,Prev Hazardous Days,Prev Max AQI,Prev 90th Percentile AQI,Prev Median AQI,Prev Days CO,Prev Days NO2,Prev Days Ozone,Prev Days PM2.5,Prev Days PM10,5 Year Avg Days with AQI,5 Year Avg Good Days,5 Year Avg Moderate Days,5 Year Avg Unhealthy for Sensitive Groups Days,5 Year Avg Unhealthy Days,5 Year Avg Very Unhealthy Days,5 Year Avg Hazardous Days,5 Year Avg Max AQI,5 Year Avg 90th Percentile AQI,5 Year Avg Median AQI,5 Year Avg Days CO,5 Year Avg Days NO2,5 Year Avg Days Ozone,5 Year Avg Days PM2.5,5 Year Avg Days PM10,StateName_Arizona,StateName_Arkansas,StateName_California,StateName_Colorado,StateName_Florida,StateName_Georgia,StateName_Hawaii,StateName_Idaho,StateName_Illinois,StateName_Indiana,StateName_Iowa,StateName_Kansas,StateName_Kentucky,StateName_Louisiana,StateName_Maine,StateName_Maryland,StateName_Michigan,StateName_Minnesota,StateName_Mississippi,StateName_Missouri,StateName_Montana,StateName_Nebraska,StateName_Nevada,StateName_New Jersey,StateName_New Mexico,StateName_New York,StateName_North Carolina,StateName_North Dakota,StateName_Ohio,StateName_Oklahoma,StateName_Oregon,StateName_Pennsylvania,StateName_South Carolina,StateName_South Dakota,StateName_Tennessee,StateName_Texas,StateName_Utah,StateName_Vermont,StateName_Virginia,StateName_Washington,StateName_West Virginia,StateName_Wisconsin,StateName_Wyoming,Region_Northeast,Region_South,Region_West
2017,7000.0,45,315000.0,22000.0,2.77,873000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,78.0,52.0,73.4,-1.3,4.9030000000000005,0.0375,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.25,0.9,0.05,0.0,0.0,0.05,0.5,0.15,0.0,0.1388888888888889,3.104074074074074,59.0,277.55555555555554,218.44444444444449,57.5,1.3333333333333333,0.2777777777777778,0.0,0.0,179.0,54.77777777777778,39.44444444444444,0.0,0.8888888888888888,156.16666666666666,116.77777777777776,3.7222222222222223,269.9065359477124,214.29084967320264,54.08496732026144,1.3947712418300646,0.1359477124183008,0.0,0.0,153.8,56.35751633986928,38.89019607843137,0.0,0.4,162.9627450980392,103.1372549019608,3.406535947712418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,7000.0,47,329000.0,13000.0,3.83,1260000.0,56.2,10919.3,1101.6,0.0,0.0,12077.1,7971.6,12194.1,4745.4,0.0,0.0,86.0,53.0,74.4,-0.3,3.521851851851852,0.1129629629629629,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.8888888888888888,0.037037037037037,0.074074074074074,0.0,0.037037037037037,1.0,0.4074074074074074,0.0,0.5136363636363637,4.009090909090909,59.0,260.44444444444446,213.5,46.05555555555556,0.8888888888888888,0.0,0.0,0.0,119.0,55.66666666666666,38.16666666666666,0.0,0.3888888888888889,173.11111111111111,83.66666666666667,3.2777777777777777,263.09776401788787,194.349914000688,66.05748194014448,2.506467148262813,0.1839009287925698,0.0,0.0,153.6,62.10488476092191,40.92411420708634,0.031578947368421,0.0888888888888888,162.1329205366357,96.10041279669764,4.743962848297214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,7000.0,52,364000.0,33000.0,3.45,1256000.0,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,56.2,10919.3,1101.6,0.0,0.0,74.0,47.0,78.6,3.9,3.104074074074074,0.1388888888888889,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1851851851851851,0.8518518518518519,0.1111111111111111,0.037037037037037,0.0,0.074074074074074,0.1851851851851851,0.2592592592592592,0.0,0.1129629629629629,3.521851851851852,59.0,287.27777777777777,217.94444444444449,68.11111111111111,1.0555555555555556,0.1666666666666666,0.0,0.0,170.0,56.22222222222222,39.333333333333336,0.0,0.6666666666666666,137.66666666666666,145.72222222222223,3.2222222222222223,264.10068799449607,204.95985552115584,57.069177846577226,1.9175782593739243,0.154076367389061,0.0,0.0,154.4,59.28617131062951,39.55920192638459,0.0210526315789473,0.2222222222222222,163.45572755417956,96.7922256621947,3.6094599243206056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,7000.0,52,364000.0,55000.0,2.85,1037000.0,5992.9,8284.4,5202.0,0.0,0.0,19479.3,4797.8,6249.1,7002.6,0.0,0.0,69.0,54.0,75.0,0.3,10.88923076923077,0.0384615384615384,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0769230769230769,0.9230769230769232,0.2307692307692307,0.1538461538461538,0.0,0.0,1.0,0.1538461538461538,0.0,0.1666666666666666,7.295833333333333,59.0,263.5882352941176,201.1764705882353,58.64705882352941,3.5294117647058822,0.2352941176470588,0.0,0.0,172.0,62.1764705882353,40.11764705882353,0.0,0.0,174.64705882352942,85.3529411764706,3.588235294117647,266.7597523219814,181.50897832817336,81.8030959752322,3.200619195046439,0.2470588235294119,0.0,0.0,168.8,65.87739938080496,42.57089783281734,0.2947368421052632,0.0,147.2030959752322,112.81795665634677,6.443962848297214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,7000.0,53,371000.0,26000.0,3.53,1310000.0,7971.6,12194.1,4745.4,0.0,0.0,24911.1,5992.9,8284.4,5202.0,0.0,0.0,69.0,52.0,76.3,1.6,4.009090909090909,0.5136363636363637,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.1818181818181818,0.9090909090909092,0.0909090909090909,0.0,0.0,0.0909090909090909,1.0,0.1818181818181818,0.0,0.0384615384615384,10.88923076923077,59.0,260.6666666666667,220.38888888888889,40.11111111111112,0.1666666666666666,0.0,0.0,0.0,129.0,52.94444444444444,37.388888888888886,0.0,0.0555555555555555,173.22222222222223,84.16666666666667,3.2222222222222223,265.48255933952527,191.75517715858277,71.02531819745442,2.518163054695562,0.1839009287925698,0.0,0.0,159.8,62.78207774337805,41.18551771585827,0.0736842105263157,0.0111111111111111,153.9528035775714,105.84076367389062,5.6041967664258685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,8000.0,54,432000.0,65000.0,2.47,1067000.0,4797.8,6249.1,7002.6,0.0,0.0,18049.5,10106.1,5229.8,7148.1,0.0,0.0,71.0,50.0,73.0,-1.7,7.295833333333333,0.1666666666666666,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.1666666666666666,1.0,0.0,0.25,0.0,0.0416666666666666,1.0,0.0,0.0,0.038,7.364,59.0,248.52631578947367,171.78947368421052,72.42105263157895,3.947368421052632,0.3684210526315789,0.0,0.0,182.0,69.42105263157895,42.78947368421053,0.1052631578947368,0.0,158.6315789473684,85.05263157894737,4.7368421052631575,269.4421052631579,170.27368421052634,92.80368421052631,5.704736842105263,0.6500000000000001,0.01,0.0,175.0,71.03210526315789,44.51736842105263,0.4947368421052632,0.0,145.31368421052633,116.45736842105264,7.176315789473685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,9000.0,50,450000.0,63000.0,2.51,1130000.0,10106.1,5229.8,7148.1,0.0,0.0,22484.0,1914.0,1757.0,4658.3,0.0,0.0,91.0,54.0,72.1,-2.6,7.364,0.038,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0796,3.3908,59.0,282.2631578947368,164.89473684210526,113.05263157894736,4.0,0.3157894736842105,0.0,0.0,166.0,70.3157894736842,46.1578947368421,0.0526315789473684,0.0,131.05263157894737,142.26315789473685,8.894736842105264,268.65858123569785,163.55057208237986,97.1629519450801,7.123958810068649,0.8024027459954235,0.018695652173913,0.0,179.4,72.72180778032036,45.12469107551488,0.899771167048055,0.0,145.75258581235698,114.33379862700232,7.672425629290617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,9000.0,50,450000.0,68000.0,1.86,837000.0,5087.2,3991.9,4076.2,0.0,0.0,13155.3,1598.3,3296.6,4214.5,0.0,0.0,90.0,66.0,75.0,0.3,5.559735117197618,0.14071455257705257,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1214630277130277,0.9341135716135717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15156166181754124,5.591073896908975,55.4,267.05263157894734,169.1578947368421,94.0,3.5789473684210527,0.3157894736842105,0.0,0.0,174.0,68.42105263157895,44.31578947368421,1.105263157894737,0.0,139.47368421052633,119.05263157894736,7.421052631578948,252.54226544622423,150.43602822273073,92.05214492753623,9.09115179252479,0.9362448512585811,0.026695652173913,0.0,199.6,75.70812356979404,45.2793752860412,1.2521395881006865,0.1863333333333333,151.12128756674292,91.6624828375286,8.320022120518688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,9000.0,54,486000.0,73000.0,2.4,1166000.0,1914.0,1757.0,4658.3,0.0,0.0,8329.3,5087.2,3991.9,4076.2,0.0,0.0,77.0,50.0,76.9,2.2,3.3908,0.0796,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.04,1.0,0.0,0.0,0.1242768739239095,5.15371023769087,59.0,272.3684210526316,200.52631578947367,70.89473684210526,0.9473684210526316,0.0,0.0,0.0,150.0,59.05263157894737,39.47368421052632,0.2105263157894736,0.0,132.21052631578948,132.3684210526316,7.578947368421052,259.6559496567505,159.21329138062546,91.51909229595728,8.040625476735316,0.8642448512585814,0.018695652173913,0.0,182.0,73.55864988558353,44.71811212814645,1.2142448512585813,0.0583333333333333,148.27539282990082,102.25616704805492,7.851811594202898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,9000.0,66,594000.0,214000.0,1.9,1129000.0,1598.3,3296.6,4214.5,0.0,0.0,9109.4,7696.2,3258.1,4149.6,0.0,0.0,74.0,56.0,74.5,-0.2,5.559735117197618,0.14071455257705257,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.1214630277130277,0.9341135716135717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15156166181754124,5.591073896908975,55.4,277.0,145.0,113.65,16.05,2.25,0.05,0.0,203.0,87.95,49.85,1.0,0.0,165.2,103.55,7.25,245.9317391304348,145.39611594202898,89.4438115942029,10.083695652173912,0.9814202898550726,0.026695652173913,0.0,201.2,76.72391304347825,45.09955072463768,1.356086956521739,0.2946666666666667,151.77655072463767,83.6936231884058,8.8108115942029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,21000.0,65,1365000.0,137000.0,2.04,2785000.0,15202.6,17066.9,23805.3,692.1,0.0,56766.9,17338.3,17309.0,23873.8,0.0,0.0,69.0,60.0,58.7,-1.7,5.664583333333333,0.0666666666666666,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0416666666666666,1.0,0.125,0.0833333333333333,0.0,0.375,1.0,0.1666666666666666,0.0,0.0,3.9279166666666665,56.2,247.0909090909091,193.54545454545453,53.09090909090909,0.4545454545454545,0.0,0.0,0.0,112.0,58.90909090909091,37.72727272727273,0.0,2.727272727272727,155.54545454545453,88.81818181818181,0.0,214.3390851795264,156.12001527883882,56.076585179526354,2.0382830404889214,0.1042016806722689,0.0,0.0,148.6,61.86900305576776,40.82350076394194,0.0,2.749761268143621,120.37726317799849,91.21206073338426,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,22000.0,60,1320000.0,66000.0,2.02,2666000.0,17338.3,17309.0,23873.8,0.0,0.0,58521.1,4939.2,12508.7,33718.9,59.7,0.0,69.0,63.0,59.6,-0.8,3.9279166666666665,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0833333333333333,0.9166666666666666,0.125,0.2083333333333333,0.0,0.2083333333333333,1.0,0.125,0.0,0.025,6.6125,56.2,207.07142857142856,146.64285714285714,56.57142857142857,3.571428571428572,0.2857142857142857,0.0,0.0,156.0,64.42857142857143,40.85714285714285,0.0,2.642857142857143,123.28571428571428,81.14285714285714,0.0,206.27090336134452,146.8734243697479,57.18340336134454,2.0973739495798305,0.1167016806722689,0.0,0.0,160.6,62.88718487394958,41.54054621848739,0.0,2.979306722689076,109.38067226890756,93.9109243697479,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
