,feature1,feature2,correlation
98,year,StateName_Nevada,0.08667094242462775
99,year,StateName_New Jersey,0.005137513364309309
100,year,StateName_New Mexico,0.0543950432928849
101,year,StateName_New York,0.005137513364296913
102,year,StateName_North Carolina,0.005137513364298164
103,year,StateName_North Dakota,0.0051375133643019495
104,year,StateName_Ohio,0.005137513364296481
105,year,StateName_Oklahoma,0.1008177181107405
106,year,StateName_Oregon,0.005137513364294865
107,year,StateName_Pennsylvania,0.005137513364290355
108,year,StateName_South Carolina,0.0384365264345418
109,year,StateName_South Dakota,0.005137513364289581
110,year,StateName_Tennessee,0.005137513364289468
111,year,StateName_Texas,0.0051375133642788656
112,year,StateName_Utah,0.005137513364277299
113,year,StateName_Vermont,0.005137513364284386
114,year,StateName_Virginia,0.005137513364277104
115,year,StateName_Washington,0.0051375133642901655
116,year,StateName_West Virginia,0.00513751336429967
117,year,StateName_Wisconsin,0.005137513364295806
118,year,StateName_Wyoming,0.005137513364300287
119,year,Region_Midwest,0.020876783853121347
120,year,Region_Northeast,0.012105058809259146
121,year,Region_South,0.008889553603407317
122,year,Region_West,0.020868849802667656
123,numcol,year,0.02775760594571181
124,numcol,numcol,1.0
125,numcol,yieldpercol,0.21595418003416667
126,numcol,totalprod,0.9513522729131677
127,numcol,stocks,0.814008416010791
128,numcol,priceperlb,0.2111983032537276
129,numcol,prodvalue,0.9013485692422925
130,numcol,nCLOTHIANIDIN,0.0212075975652228
131,numcol,nIMIDACLOPRID,0.39246161297660725
132,numcol,nTHIAMETHOXAM,0.09165248535134336
133,numcol,nACETAMIPRID,0.3316475551884865
134,numcol,nTHIACLOPRID,0.03140017163996454
135,numcol,nAllNeonic,0.18295080526393384
136,numcol,prevyear_nCLOTHIANIDIN,0.025479240107986214
137,numcol,prevyear_nIMIDACLOPRID,0.3873604491873092
138,numcol,prevyear_nTHIAMETHOXAM,0.09394228118721797
139,numcol,prevyear_nACETAMIPRID,0.31640999845452383
140,numcol,prevyear_nTHIACLOPRID,0.03021295719701962
141,numcol,NorthDakota_PrevYear,0.01450057549393057
142,numcol,prevyearyield,0.2225322338432463
143,numcol,avg_temp,0.12196462319571232
144,numcol,anomaly,0.0608610249706254
145,numcol,varroa,0.2785425956817463
146,numcol,spores,0.3212599529520019
147,numcol,cbpv_max,0.19718738311262396
148,numcol,dwv_max,
149,numcol,iapv_max,0.2176324731246514
150,numcol,kbv_max,0.2194295782105578
151,numcol,sbpv_max,
152,numcol,abpv_max,0.051471558855452036
153,numcol,dwv-b_max,0.1950706196415718
154,numcol,lsv2_max,0.04479070349044421
155,numcol,mkv_max,
156,numcol,cbpv_prob,0.008221967992303963
157,numcol,dwv_prob,0.08997116528282723
158,numcol,iapv_prob,0.14997090347966882
159,numcol,kbv_prob,0.1177844050708006
160,numcol,sbpv_prob,
161,numcol,abpv_prob,0.04657937345861478
162,numcol,dwv-b_prob,0.20731503828164355
163,numcol,lsv2_prob,0.02052036647915638
164,numcol,mkv_prob,
165,numcol,prevyearspores,0.4798688767332332
166,numcol,prevyearvarroa,0.29590800868217615
167,numcol,urbanicity,0.07755377303150972
168,numcol,Prev Days with AQI,0.24879652542960295
169,numcol,Prev Good Days,0.30342406927822047
170,numcol,Prev Moderate Days,0.15876975756115885
171,numcol,Prev Unhealthy for Sensitive Groups Days,0.061460553908741423
172,numcol,Prev Unhealthy Days,0.19535426428662167
173,numcol,Prev Very Unhealthy Days,0.22573815210061599
174,numcol,Prev Hazardous Days,0.1786985984642453
175,numcol,Prev Max AQI,0.44906250806716247
176,numcol,Prev 90th Percentile AQI,0.09968179448781408
177,numcol,Prev Median AQI,0.09901714091917976
178,numcol,Prev Days CO,0.038516868423716814
179,numcol,Prev Days NO2,0.05445427164333829
180,numcol,Prev Days Ozone,0.20905716486810672
181,numcol,Prev Days PM2.5,0.004698059104914887
182,numcol,Prev Days PM10,0.013830957896622018
183,numcol,5 Year Avg Days with AQI,0.2263902342844502
184,numcol,5 Year Avg Good Days,0.3158297250876496
185,numcol,5 Year Avg Moderate Days,0.19079829221766129
186,numcol,5 Year Avg Unhealthy for Sensitive Groups Days,0.017680617670891085
187,numcol,5 Year Avg Unhealthy Days,0.17354198807350654
188,numcol,5 Year Avg Very Unhealthy Days,0.273986273305919
189,numcol,5 Year Avg Hazardous Days,0.217849046954015
190,numcol,5 Year Avg Max AQI,0.4893857438878758
191,numcol,5 Year Avg 90th Percentile AQI,0.13695825199190642
192,numcol,5 Year Avg Median AQI,0.12946200979217481
193,numcol,5 Year Avg Days CO,0.0363694155614185
194,numcol,5 Year Avg Days NO2,0.05269922443970733
195,numcol,5 Year Avg Days Ozone,0.19403096857840896
196,numcol,5 Year Avg Days PM2.5,0.005953502189248515
197,numcol,5 Year Avg Days PM10,0.009930800988780183
198,numcol,StateName_Alabama,0.08694553229980115
199,numcol,StateName_Arizona,0.05119217638534331
200,numcol,StateName_Arkansas,0.04804995745699429
201,numcol,StateName_California,0.5462540441804768
202,numcol,StateName_Colorado,0.056967065226633515
203,numcol,StateName_Florida,0.23738241600735818
204,numcol,StateName_Georgia,0.00613208784805088
205,numcol,StateName_Hawaii,0.0880495551665184
206,numcol,StateName_Idaho,0.060908607004405146
207,numcol,StateName_Illinois,0.09110684925896623
208,numcol,StateName_Indiana,0.09238072179748609
209,numcol,StateName_Iowa,0.04957860450321829
210,numcol,StateName_Kansas,0.08609628394078801
211,numcol,StateName_Kentucky,0.09756113678746688
212,numcol,StateName_Louisiana,0.037179578461624965
213,numcol,StateName_Maine,0.09025760089995293
214,numcol,StateName_Maryland,0.052777909157068675
215,numcol,StateName_Michigan,0.023032130192414367
216,numcol,StateName_Minnesota,0.11296753141191737
217,numcol,StateName_Mississippi,0.07658470231983962
218,numcol,StateName_Missouri,0.0810857186226098
219,numcol,StateName_Montana,0.13360426653593926
220,numcol,StateName_Nebraska,0.025459951107242
221,numcol,StateName_Nevada,0.06522769161448189
222,numcol,StateName_New Jersey,0.08609628394078797
223,numcol,StateName_New Mexico,0.07794819055667332
224,numcol,StateName_New York,0.00830513425517441
225,numcol,StateName_North Carolina,0.08575658459718265
226,numcol,StateName_North Dakota,0.5704576224123539
227,numcol,StateName_Ohio,0.0778585748583594
228,numcol,StateName_Oklahoma,0.052931629051772934
229,numcol,StateName_Oregon,0.012976000229747306
230,numcol,StateName_Pennsylvania,0.06537462398086472
231,numcol,StateName_South Carolina,0.051582674398313176
232,numcol,StateName_South Dakota,0.3122011964364253
233,numcol,StateName_Tennessee,0.09306012048469667
234,numcol,StateName_Texas,0.07143928665616961
235,numcol,StateName_Utah,0.06061883317039044
236,numcol,StateName_Vermont,0.09586264006944031
237,numcol,StateName_Virginia,0.09441891785911774
238,numcol,StateName_Washington,0.002700095085686926
239,numcol,StateName_West Virginia,0.09441891785911778
240,numcol,StateName_Wisconsin,0.004688365637728319
241,numcol,StateName_Wyoming,0.03760420264113147
242,numcol,Region_Midwest,0.17601475179206963
243,numcol,Region_Northeast,0.16300083532594767
244,numcol,Region_South,0.16178524779743916
245,numcol,Region_West,0.10839037446126118
246,yieldpercol,year,0.2547396190025549
247,yieldpercol,numcol,0.21595418003416667
248,yieldpercol,yieldpercol,1.0
249,yieldpercol,totalprod,0.37515254781517793
250,yieldpercol,stocks,0.35377052040608503
251,yieldpercol,priceperlb,0.37125901185244603
252,yieldpercol,prodvalue,0.24516169547125466
253,yieldpercol,nCLOTHIANIDIN,0.02717378726620224
254,yieldpercol,nIMIDACLOPRID,0.06712684360935432
255,yieldpercol,nTHIAMETHOXAM,0.06280754467583315
256,yieldpercol,nACETAMIPRID,0.10679514436956214
257,yieldpercol,nTHIACLOPRID,0.09926324572118525
258,yieldpercol,nAllNeonic,0.03268066523826664
259,yieldpercol,prevyear_nCLOTHIANIDIN,0.019648694025927664
260,yieldpercol,prevyear_nIMIDACLOPRID,0.05860191995614477
261,yieldpercol,prevyear_nTHIAMETHOXAM,0.08405597081193776
262,yieldpercol,prevyear_nACETAMIPRID,0.12887561710137188
263,yieldpercol,prevyear_nTHIACLOPRID,0.10922405951307039
264,yieldpercol,NorthDakota_PrevYear,0.14444581872544066
265,yieldpercol,prevyearyield,0.7710618978107632
266,yieldpercol,avg_temp,0.09867882410573381
267,yieldpercol,anomaly,0.012244247081488212
268,yieldpercol,varroa,0.09588003063583223
269,yieldpercol,spores,0.10051358193282621
270,yieldpercol,cbpv_max,0.054276593391331285
271,yieldpercol,dwv_max,
272,yieldpercol,iapv_max,0.018424901373432633
273,yieldpercol,kbv_max,0.19348219720872215
274,yieldpercol,sbpv_max,
275,yieldpercol,abpv_max,0.04026109970411597
276,yieldpercol,dwv-b_max,0.06953286450612405
277,yieldpercol,lsv2_max,0.01625262813380317
278,yieldpercol,mkv_max,
279,yieldpercol,cbpv_prob,0.15016776360566925
280,yieldpercol,dwv_prob,0.07823849440573535
281,yieldpercol,iapv_prob,0.08895860334947628
282,yieldpercol,kbv_prob,0.033657777987950596
283,yieldpercol,sbpv_prob,
284,yieldpercol,abpv_prob,0.14238934965542477
285,yieldpercol,dwv-b_prob,0.04873861029064372
286,yieldpercol,lsv2_prob,0.02667885753337358
287,yieldpercol,mkv_prob,
288,yieldpercol,prevyearspores,0.2466934258643061
289,yieldpercol,prevyearvarroa,0.10894007158230776
290,yieldpercol,urbanicity,0.09435848958219839
291,yieldpercol,Prev Days with AQI,0.10404562925069681
292,yieldpercol,Prev Good Days,0.0008201354099887777
293,yieldpercol,Prev Moderate Days,0.16706956306456397
294,yieldpercol,Prev Unhealthy for Sensitive Groups Days,0.10395035228350528
295,yieldpercol,Prev Unhealthy Days,0.08745248232228796
296,yieldpercol,Prev Very Unhealthy Days,0.10293915653966249
297,yieldpercol,Prev Hazardous Days,0.05638669375797632
298,yieldpercol,Prev Max AQI,0.06590007678640092
299,yieldpercol,Prev 90th Percentile AQI,0.12950559864956654
300,yieldpercol,Prev Median AQI,0.12360906609063141
301,yieldpercol,Prev Days CO,0.01764067191385221
302,yieldpercol,Prev Days NO2,0.129061074365972
303,yieldpercol,Prev Days Ozone,0.026940853805679163
304,yieldpercol,Prev Days PM2.5,0.07930162400284892
305,yieldpercol,Prev Days PM10,0.12307739086216682
306,yieldpercol,5 Year Avg Days with AQI,0.10864759446729237
307,yieldpercol,5 Year Avg Good Days,0.018242225973781733
308,yieldpercol,5 Year Avg Moderate Days,0.2134741019539721
309,yieldpercol,5 Year Avg Unhealthy for Sensitive Groups Days,0.11837741851395008
310,yieldpercol,5 Year Avg Unhealthy Days,0.10110096580824912
311,yieldpercol,5 Year Avg Very Unhealthy Days,0.10066685363900804
312,yieldpercol,5 Year Avg Hazardous Days,0.08249469218620595
313,yieldpercol,5 Year Avg Max AQI,0.0833355397257276
314,yieldpercol,5 Year Avg 90th Percentile AQI,0.1501098174834303
315,yieldpercol,5 Year Avg Median AQI,0.15007847990316636
316,yieldpercol,5 Year Avg Days CO,0.01728047640485092
317,yieldpercol,5 Year Avg Days NO2,0.1401659444357114
318,yieldpercol,5 Year Avg Days Ozone,0.010746049047718937
319,yieldpercol,5 Year Avg Days PM2.5,0.10445731353350379
320,yieldpercol,5 Year Avg Days PM10,0.13744392919710033
321,yieldpercol,StateName_Alabama,0.023308440493079827
322,yieldpercol,StateName_Arizona,0.037782427893735926
323,yieldpercol,StateName_Arkansas,0.1001777450857618
324,yieldpercol,StateName_California,0.07621708019007702
325,yieldpercol,StateName_Colorado,0.019576539963890468
326,yieldpercol,StateName_Florida,0.12526141290021556
327,yieldpercol,StateName_Georgia,0.06529354743216971
328,yieldpercol,StateName_Hawaii,0.31864840024391017
329,yieldpercol,StateName_Idaho,0.14904063190946007
330,yieldpercol,StateName_Illinois,0.015126211803261605
331,yieldpercol,StateName_Indiana,0.007439281343993472
332,yieldpercol,StateName_Iowa,0.011575757160512084
333,yieldpercol,StateName_Kansas,0.03211837387111769
334,yieldpercol,StateName_Kentucky,0.0826902847873559
335,yieldpercol,StateName_Louisiana,0.2749542692122803
336,yieldpercol,StateName_Maine,0.2162001296062244
337,yieldpercol,StateName_Maryland,0.0668718475337837
338,yieldpercol,StateName_Michigan,0.03989602727360529
339,yieldpercol,StateName_Minnesota,0.08763591117853407
340,yieldpercol,StateName_Mississippi,0.23611504162860922
341,yieldpercol,StateName_Missouri,0.05275171352494289
342,yieldpercol,StateName_Montana,0.1495359301400094
343,yieldpercol,StateName_Nebraska,0.040300602560935095
344,yieldpercol,StateName_Nevada,0.08973756019614731
345,yieldpercol,StateName_New Jersey,0.20001711811302797
346,yieldpercol,StateName_New Mexico,0.04437880671726378
347,yieldpercol,StateName_New York,0.04475093072156419
348,yieldpercol,StateName_North Carolina,0.11465173248641865
349,yieldpercol,StateName_North Dakota,0.20132156691823735
350,yieldpercol,StateName_Ohio,0.022903865205749323
351,yieldpercol,StateName_Oklahoma,0.0610133709260135
352,yieldpercol,StateName_Oregon,0.14175827673752203
353,yieldpercol,StateName_Pennsylvania,0.08430858593667549
354,yieldpercol,StateName_South Carolina,0.011896279254938592
355,yieldpercol,StateName_South Dakota,0.10907840140701928
356,yieldpercol,StateName_Tennessee,0.03899615375572611
357,yieldpercol,StateName_Texas,0.0779261042826165
358,yieldpercol,StateName_Utah,0.13730794857689302
359,yieldpercol,StateName_Vermont,0.02330844049307913
360,yieldpercol,StateName_Virginia,0.16765109512663592
361,yieldpercol,StateName_Washington,0.1073693773144802
362,yieldpercol,StateName_West Virginia,0.11829291007238757
363,yieldpercol,StateName_Wisconsin,0.11555160600429758
364,yieldpercol,StateName_Wyoming,0.04556008129622404
365,yieldpercol,Region_Midwest,0.17636964439752834
366,yieldpercol,Region_Northeast,0.20379633451738466
367,yieldpercol,Region_South,0.05714051741556601
368,yieldpercol,Region_West,0.08993392054687363
369,totalprod,year,0.04256104927779282
370,totalprod,numcol,0.9513522729131677
371,totalprod,yieldpercol,0.37515254781517793
372,totalprod,totalprod,1.0
373,totalprod,stocks,0.872905215307229
374,totalprod,priceperlb,0.239517030624842
375,totalprod,prodvalue,0.895453701139721
376,totalprod,nCLOTHIANIDIN,0.0036779190535445963
377,totalprod,nIMIDACLOPRID,0.2562375044470295
378,totalprod,nTHIAMETHOXAM,0.07179379786579176
379,totalprod,nACETAMIPRID,0.1814524965070809
380,totalprod,nTHIACLOPRID,0.05301299109429927
381,totalprod,nAllNeonic,0.11376362609913415
382,totalprod,prevyear_nCLOTHIANIDIN,0.016035711755569535
383,totalprod,prevyear_nIMIDACLOPRID,0.24979958714825945
384,totalprod,prevyear_nTHIAMETHOXAM,0.08006739767480886
385,totalprod,prevyear_nACETAMIPRID,0.14817298982947474
386,totalprod,prevyear_nTHIACLOPRID,0.05367159457565997
387,totalprod,NorthDakota_PrevYear,0.027276278755442366
388,totalprod,prevyearyield,0.3270666752564175
389,totalprod,avg_temp,0.13520296687977298
390,totalprod,anomaly,0.0468595497636991
391,totalprod,varroa,0.24294621367669852
392,totalprod,spores,0.2978696288118248
393,totalprod,cbpv_max,0.19942350056243652
394,totalprod,dwv_max,
395,totalprod,iapv_max,0.20404594666790793
396,totalprod,kbv_max,0.2382965691233613
397,totalprod,sbpv_max,
398,totalprod,abpv_max,0.07589075178689565
399,totalprod,dwv-b_max,0.1778297424356247
400,totalprod,lsv2_max,0.038447192070178486
401,totalprod,mkv_max,
402,totalprod,cbpv_prob,0.01041890011086212
403,totalprod,dwv_prob,0.06574509022606284
404,totalprod,iapv_prob,0.10723772247495955
405,totalprod,kbv_prob,0.08420097877831836
406,totalprod,sbpv_prob,
407,totalprod,abpv_prob,0.07050299172298255
408,totalprod,dwv-b_prob,0.19166974367099554
409,totalprod,lsv2_prob,0.007364915337911409
410,totalprod,mkv_prob,
411,totalprod,prevyearspores,0.4637153152312069
412,totalprod,prevyearvarroa,0.26362640466987397
413,totalprod,urbanicity,0.0007348259639520313
414,totalprod,Prev Days with AQI,0.18642942455949732
415,totalprod,Prev Good Days,0.28998025717973747
416,totalprod,Prev Moderate Days,0.2259812658890096
417,totalprod,Prev Unhealthy for Sensitive Groups Days,0.008641652335869355
418,totalprod,Prev Unhealthy Days,0.11938290523955114
419,totalprod,Prev Very Unhealthy Days,0.1528652018533804
420,totalprod,Prev Hazardous Days,0.10978327461427913
421,totalprod,Prev Max AQI,0.3042707328032745
422,totalprod,Prev 90th Percentile AQI,0.14757877964510452
423,totalprod,Prev Median AQI,0.14355949681885766
424,totalprod,Prev Days CO,0.025934522237758342
425,totalprod,Prev Days NO2,0.051311325378529865
426,totalprod,Prev Days Ozone,0.2137698556000071
427,totalprod,Prev Days PM2.5,0.05904774660543215
428,totalprod,Prev Days PM10,0.025132411858074973
429,totalprod,5 Year Avg Days with AQI,0.15822299522006514
430,totalprod,5 Year Avg Good Days,0.2979008191557347
431,totalprod,5 Year Avg Moderate Days,0.26445165140610494
432,totalprod,5 Year Avg Unhealthy for Sensitive Groups Days,0.05389746329805132
433,totalprod,5 Year Avg Unhealthy Days,0.09270907501907284
434,totalprod,5 Year Avg Very Unhealthy Days,0.1926895750311158
435,totalprod,5 Year Avg Hazardous Days,0.12791200573747585
436,totalprod,5 Year Avg Max AQI,0.325016669299781
437,totalprod,5 Year Avg 90th Percentile AQI,0.18776618277130536
438,totalprod,5 Year Avg Median AQI,0.18025517674505398
439,totalprod,5 Year Avg Days CO,0.025253756249880886
440,totalprod,5 Year Avg Days NO2,0.05464527692575748
441,totalprod,5 Year Avg Days Ozone,0.1952024822323583
442,totalprod,5 Year Avg Days PM2.5,0.0623577048495068
443,totalprod,5 Year Avg Days PM10,0.02529998013448835
444,totalprod,StateName_Alabama,0.07859828918428854
445,totalprod,StateName_Arizona,0.053467640548742396
446,totalprod,StateName_Arkansas,0.03673922088211557
447,totalprod,StateName_California,0.37063236085079865
448,totalprod,StateName_Colorado,0.057366330090881906
449,totalprod,StateName_Florida,0.25837567854658927
450,totalprod,StateName_Georgia,0.017627116622496285
451,totalprod,StateName_Hawaii,0.07191152969771131
452,totalprod,StateName_Idaho,0.00022459568703428467
453,totalprod,StateName_Illinois,0.08381497542743492
454,totalprod,StateName_Indiana,0.08457190185449923
455,totalprod,StateName_Iowa,0.048576997195792594
456,totalprod,StateName_Kansas,0.08035869037234684
457,totalprod,StateName_Kentucky,0.0897413522018929
458,totalprod,StateName_Louisiana,0.00791034723762496
459,totalprod,StateName_Maine,0.08835999027487593
460,totalprod,StateName_Maryland,0.04887720540201204
461,totalprod,StateName_Michigan,0.017691508260431615
462,totalprod,StateName_Minnesota,0.11624286822619784
463,totalprod,StateName_Mississippi,0.060349104093422964
464,totalprod,StateName_Missouri,0.07684940894641394
465,totalprod,StateName_Montana,0.15924020640651312
466,totalprod,StateName_Nebraska,0.024041981684739876
467,totalprod,StateName_Nevada,0.0625038181871849
468,totalprod,StateName_New Jersey,0.08582883751953306
469,totalprod,StateName_New Mexico,0.07242882587259386
470,totalprod,StateName_New York,0.007959887323414561
471,totalprod,StateName_North Carolina,0.08280689228636759
472,totalprod,StateName_North Dakota,0.6633278607409419
473,totalprod,StateName_Ohio,0.07135621989886035
474,totalprod,StateName_Oklahoma,0.049000242384761805
475,totalprod,StateName_Oregon,0.0427520047829506
476,totalprod,StateName_Pennsylvania,0.06792643302919456
477,totalprod,StateName_South Carolina,0.04849637826117996
478,totalprod,StateName_South Dakota,0.3186106623916481
479,totalprod,StateName_Tennessee,0.08576777648355974
480,totalprod,StateName_Texas,0.07304852179774243
481,totalprod,StateName_Utah,0.0689713832108496
482,totalprod,StateName_Vermont,0.08676664286448031
483,totalprod,StateName_Virginia,0.08909733108662808
484,totalprod,StateName_Washington,0.0307967147774006
485,totalprod,StateName_West Virginia,0.08812611498614842
486,totalprod,StateName_Wisconsin,0.018074003806528
487,totalprod,StateName_Wyoming,0.03449954816641845
488,totalprod,Region_Midwest,0.22497993946620576
489,totalprod,Region_Northeast,0.15873397889144816
490,totalprod,Region_South,0.1286948364897809
491,totalprod,Region_West,0.020967551746293753
492,stocks,year,0.12449103708280028
493,stocks,numcol,0.814008416010791
494,stocks,yieldpercol,0.35377052040608503
495,stocks,totalprod,0.872905215307229
496,stocks,stocks,1.0
497,stocks,priceperlb,0.27607375495399955
498,stocks,prodvalue,0.7045400054644494
499,stocks,nCLOTHIANIDIN,0.0039259011013766075
500,stocks,nIMIDACLOPRID,0.1366201824148842
501,stocks,nTHIAMETHOXAM,0.017078118496855827
502,stocks,nACETAMIPRID,0.12250723265165654
503,stocks,nTHIACLOPRID,0.014601276093686565
504,stocks,nAllNeonic,0.05424610620842375
505,stocks,prevyear_nCLOTHIANIDIN,0.021164471104725434
506,stocks,prevyear_nIMIDACLOPRID,0.13176399176052936
507,stocks,prevyear_nTHIAMETHOXAM,0.046165210887039454
508,stocks,prevyear_nACETAMIPRID,0.09926951147519239
509,stocks,prevyear_nTHIACLOPRID,0.020924247580523823
510,stocks,NorthDakota_PrevYear,0.09509536080909486
511,stocks,prevyearyield,0.3149785448634743
512,stocks,avg_temp,0.26288032015373486
513,stocks,anomaly,0.08751572300011126
514,stocks,varroa,0.18915447461543414
515,stocks,spores,0.21379178151353684
516,stocks,cbpv_max,0.2044845683226698
517,stocks,dwv_max,
518,stocks,iapv_max,0.1988554337966169
519,stocks,kbv_max,0.2535541200541788
520,stocks,sbpv_max,
521,stocks,abpv_max,0.04384635625962744
522,stocks,dwv-b_max,0.18281023660736995
523,stocks,lsv2_max,0.0423327707594614
524,stocks,mkv_max,
525,stocks,cbpv_prob,0.018469611192600818
526,stocks,dwv_prob,0.070439735665657
527,stocks,iapv_prob,0.04668360610502312
528,stocks,kbv_prob,0.04669815652857635
529,stocks,sbpv_prob,
530,stocks,abpv_prob,0.09225029145034118
531,stocks,dwv-b_prob,0.19719941253793702
532,stocks,lsv2_prob,0.013972155957183196
533,stocks,mkv_prob,
534,stocks,prevyearspores,0.35138936642196783
535,stocks,prevyearvarroa,0.19551703412046215
536,stocks,urbanicity,0.07963611411404554
537,stocks,Prev Days with AQI,0.03758567823373153
538,stocks,Prev Good Days,0.17372119838284253
539,stocks,Prev Moderate Days,0.2749883188240288
540,stocks,Prev Unhealthy for Sensitive Groups Days,0.03956977130461747
541,stocks,Prev Unhealthy Days,0.09244193327183721
542,stocks,Prev Very Unhealthy Days,0.1273541042363987
543,stocks,Prev Hazardous Days,0.07871081168764021
544,stocks,Prev Max AQI,0.22362255857989288
545,stocks,Prev 90th Percentile AQI,0.14909249677227046
546,stocks,Prev Median AQI,0.19844515449038685
547,stocks,Prev Days CO,0.018564975641200975
548,stocks,Prev Days NO2,0.04306910516204569
549,stocks,Prev Days Ozone,0.06668902799478649
550,stocks,Prev Days PM2.5,0.07490387769603667
551,stocks,Prev Days PM10,0.095747372607283
552,stocks,5 Year Avg Days with AQI,0.004855577329456381
553,stocks,5 Year Avg Good Days,0.17701206489561402
554,stocks,5 Year Avg Moderate Days,0.3267858310960188
555,stocks,5 Year Avg Unhealthy for Sensitive Groups Days,0.09001445436770374
556,stocks,5 Year Avg Unhealthy Days,0.06198240173444373
557,stocks,5 Year Avg Very Unhealthy Days,0.1560634774593365
558,stocks,5 Year Avg Hazardous Days,0.09613800485382959
559,stocks,5 Year Avg Max AQI,0.2560278505184141
560,stocks,5 Year Avg 90th Percentile AQI,0.1979445424585627
561,stocks,5 Year Avg Median AQI,0.244111836523728
562,stocks,5 Year Avg Days CO,0.023268052279299782
