,StateName,year,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,Region,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic,prevyear_nCLOTHIANIDIN,prevyear_nIMIDACLOPRID,prevyear_nTHIAMETHOXAM,prevyear_nACETAMIPRID,prevyear_nTHIACLOPRID,NorthDakota_PrevYear,prevyearyield
33,Arkansas,2004,40000.0,57,2280000.0,388000.0,0.87,1984000.0,South,530.9,11941.3,9368.6,3312.4,0.0,25153.2,0.0,3266.6,2280.0,20.8,0.0,87.0,75.0
34,Arkansas,2003,40000.0,75,3000000.0,810000.0,1.26,3780000.0,South,0.0,3266.6,2280.0,20.8,0.0,5567.4,0.0,1306.7,1462.0,107.9,0.0,75.0,88.0
35,Arkansas,2002,45000.0,88,3960000.0,871000.0,1.26,4990000.0,South,0.0,1306.7,1462.0,107.9,0.0,2876.6,0.0,2884.8,684.9,0.0,0.0,96.0,98.0
36,Arkansas,2001,50000.0,98,4900000.0,1617000.0,0.65,3185000.0,South,0.0,2884.8,684.9,0.0,0.0,3569.7,0.0,844.0,81.2,0.0,0.0,115.0,93.0
37,Arkansas,1999,52000.0,89,4628000.0,2592000.0,0.53,2453000.0,South,0.0,692.2,0.0,0.0,0.0,692.2,0.0,1262.3,0.0,0.0,0.0,128.0,65.0
38,Arkansas,2000,52000.0,93,4836000.0,3337000.0,0.57,2757000.0,South,0.0,844.0,81.2,0.0,0.0,925.2,0.0,692.2,0.0,0.0,0.0,105.0,89.0
39,Arkansas,1998,53000.0,65,3445000.0,1688000.0,0.59,2033000.0,South,0.0,1262.3,0.0,0.0,0.0,1262.3,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,72.6
40,Arizona,2009,20000.0,52,1040000.0,562000.0,1.45,1508000.0,West,266.0,9309.2,526.1,1246.8,0.0,11348.1,0.0,8541.8,190.8,1791.8,0.0,90.0,64.0
41,Arizona,2017,22000.0,40,880000.0,97000.0,1.96,1725000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,78.0,46.0
42,Arizona,2012,22000.0,46,1012000.0,253000.0,1.79,1811000.0,West,2036.4,10907.6,759.2,1535.1,0.0,15238.3,1188.3,15866.7,2721.0,1134.2,0.0,71.0,53.0
43,Arizona,2011,23000.0,53,1219000.0,427000.0,1.55,1889000.0,West,1188.3,15866.7,2721.0,1134.2,0.0,20910.2,921.7,9530.3,1225.3,857.7,0.0,91.0,77.0
44,Arizona,2010,24000.0,77,1848000.0,665000.0,1.52,2809000.0,West,921.7,9530.3,1225.3,857.7,0.0,12535.0,266.0,9309.2,526.1,1246.8,0.0,77.0,52.0
45,Arizona,2008,25000.0,64,1600000.0,336000.0,1.26,2016000.0,West,0.0,8541.8,190.8,1791.8,0.0,10524.4,48.7,9038.0,304.0,679.5,0.0,74.0,64.0
46,Arizona,2014,26000.0,39,1014000.0,193000.0,1.92,1947000.0,West,2262.1,15137.4,1680.7,569.1,0.0,19649.3,2139.8,15241.6,226.5,1961.4,0.0,69.0,36.0
47,Arizona,2015,26000.0,49,1274000.0,306000.0,2.03,2586000.0,West,223.1,13254.2,340.1,1319.1,0.0,15136.5,2262.1,15137.4,1680.7,569.1,0.0,86.0,39.0
48,Arizona,2016,27000.0,46,1242000.0,261000.0,1.97,2447000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,223.1,13254.2,340.1,1319.1,0.0,74.0,49.0
49,Arizona,2013,29000.0,36,1044000.0,251000.0,1.96,2046000.0,West,2139.8,15241.6,226.5,1961.4,0.0,19569.3,2036.4,10907.6,759.2,1535.1,0.0,69.0,46.0
50,Arizona,2007,30000.0,64,1920000.0,902000.0,1.26,2419000.0,West,48.7,9038.0,304.0,679.5,0.0,10070.2,48.7,9657.7,547.3,3470.6,0.0,74.0,65.0
51,Arizona,2006,30000.0,65,1950000.0,839000.0,0.91,1775000.0,West,48.7,9657.7,547.3,3470.6,0.0,13724.3,0.0,8633.8,141.2,2509.3,0.0,91.0,50.0
52,Arizona,2004,32000.0,55,1760000.0,774000.0,1.11,1954000.0,West,96.7,10884.3,257.8,1635.9,0.0,12874.7,0.0,9847.5,94.4,1120.2,0.0,87.0,72.0
53,Arizona,2003,35000.0,72,2520000.0,983000.0,1.34,3377000.0,West,0.0,9847.5,94.4,1120.2,0.0,11062.1,0.0,6235.4,562.2,141.6,0.0,75.0,63.0
54,Arizona,2005,36000.0,50,1800000.0,720000.0,1.04,1872000.0,West,0.0,8633.8,141.2,2509.3,0.0,11284.3,96.7,10884.3,257.8,1635.9,0.0,78.0,55.0
55,Arizona,2002,38000.0,63,2394000.0,1197000.0,1.08,2586000.0,West,0.0,6235.4,562.2,141.6,0.0,6939.2,0.0,3713.1,19.6,0.0,0.0,96.0,59.0
56,Arizona,2000,40000.0,59,2360000.0,1322000.0,0.73,1723000.0,West,0.0,10467.4,0.0,0.0,0.0,10467.4,0.0,5171.6,0.0,0.0,0.0,105.0,62.0
57,Arizona,2001,43000.0,59,2537000.0,1142000.0,0.72,1827000.0,West,0.0,3713.1,19.6,0.0,0.0,3732.7,0.0,10467.4,0.0,0.0,0.0,115.0,59.0
58,Arizona,1999,52000.0,62,3224000.0,1548000.0,0.62,1999000.0,West,0.0,5171.6,0.0,0.0,0.0,5171.6,0.0,4814.2,0.0,0.0,0.0,128.0,60.0
59,Arizona,1998,55000.0,60,3300000.0,1485000.0,0.64,2112000.0,West,0.0,4814.2,0.0,0.0,0.0,4814.2,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,55.55
60,California,2015,275000.0,30,8250000.0,1485000.0,2.03,16748000.0,West,143619.6,150569.3,17910.1,22852.8,0.0,334951.8,7845.2,134904.2,15249.1,20154.2,0.0,86.0,39.0
61,California,2016,310000.0,36,11160000.0,2009000.0,2.04,22766000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,143619.6,150569.3,17910.1,22852.8,0.0,74.0,30.0
62,California,2014,320000.0,39,12480000.0,2995000.0,2.06,25709000.0,West,7845.2,134904.2,15249.1,20154.2,0.0,178152.7,6569.3,130277.0,12189.3,18075.6,0.0,69.0,33.0
63,California,2013,330000.0,33,10890000.0,2505000.0,2.11,22978000.0,West,6569.3,130277.0,12189.3,18075.6,0.0,167111.2,2898.1,112795.9,7572.1,17423.0,0.3,69.0,35.0
64,California,2012,330000.0,35,11550000.0,3119000.0,1.94,22407000.0,West,2898.1,112795.9,7572.1,17423.0,0.3,140689.4,14229.5,112450.6,7391.2,15457.0,0.0,71.0,48.0
65,California,2017,335000.0,41,13735000.0,2198000.0,2.09,28706000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,78.0,36.0
66,California,2007,340000.0,40,13600000.0,3672000.0,1.04,14144000.0,West,1.3,112185.1,2541.8,11249.3,28.7,126006.2,0.0,45520.7,4963.9,13963.7,39.8,74.0,52.0
67,California,2009,355000.0,33,11715000.0,2109000.0,1.39,16284000.0,West,796.9,73976.8,4115.9,9496.4,0.0,88386.0,608.0,61475.8,3394.4,36480.3,17.1,90.0,51.0
68,California,2008,360000.0,51,18360000.0,4039000.0,1.39,25520000.0,West,608.0,61475.8,3394.4,36480.3,17.1,101975.6,1.3,112185.1,2541.8,11249.3,28.7,74.0,40.0
69,California,2011,370000.0,48,17760000.0,3730000.0,1.65,29304000.0,West,14229.5,112450.6,7391.2,15457.0,0.0,149528.3,1410.8,93949.9,4521.7,11462.0,0.0,91.0,67.0
70,California,2006,380000.0,52,19760000.0,7706000.0,0.97,19167000.0,West,0.0,45520.7,4963.9,13963.7,39.8,64488.1,0.0,42563.9,5460.7,13997.2,0.0,91.0,75.0
71,California,2004,390000.0,45,17550000.0,5792000.0,1.05,18428000.0,West,0.0,38897.8,4439.2,15984.1,0.0,59321.1,0.0,38511.7,4615.1,12293.0,0.0,87.0,67.0
72,California,2005,400000.0,75,30000000.0,9300000.0,0.86,25800000.0,West,0.0,42563.9,5460.7,13997.2,0.0,62021.8,0.0,38897.8,4439.2,15984.1,0.0,78.0,45.0
73,California,2010,410000.0,67,27470000.0,6318000.0,1.55,42579000.0,West,1410.8,93949.9,4521.7,11462.0,0.0,111344.4,796.9,73976.8,4115.9,9496.4,0.0,77.0,33.0
74,California,2000,440000.0,70,30800000.0,11396000.0,0.59,18172000.0,West,0.0,30796.5,0.0,0.0,0.0,30796.5,0.0,41778.9,0.0,0.0,0.0,105.0,60.0
75,California,1998,450000.0,83,37350000.0,12326000.0,0.62,23157000.0,West,0.0,61047.2,0.0,0.0,0.0,61047.2,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,50.8
76,California,2001,460000.0,61,28060000.0,7857000.0,0.69,19361000.0,West,0.0,35178.6,0.0,0.0,0.0,35178.6,0.0,30796.5,0.0,0.0,0.0,115.0,70.0
77,California,1999,465000.0,60,27900000.0,9486000.0,0.55,15345000.0,West,0.0,41778.9,0.0,0.0,0.0,41778.9,0.0,61047.2,0.0,0.0,0.0,128.0,83.0
78,California,2002,470000.0,50,23500000.0,3525000.0,1.32,31020000.0,West,0.0,36653.3,5021.8,3007.5,0.0,44682.6,0.0,35178.6,0.0,0.0,0.0,96.0,61.0
79,California,2003,480000.0,67,32160000.0,6432000.0,1.39,44702000.0,West,0.0,38511.7,4615.1,12293.0,0.0,55419.8,0.0,36653.3,5021.8,3007.5,0.0,75.0,50.0
80,Colorado,2004,23000.0,80,1840000.0,791000.0,1.35,2484000.0,West,1861.5,1657.0,1847.5,0.0,0.0,5366.0,0.0,381.1,485.3,0.0,0.0,87.0,86.0
81,Colorado,2002,24000.0,60,1440000.0,576000.0,1.29,1858000.0,West,0.0,1213.2,353.6,0.0,0.0,1566.8,0.0,1575.0,9.8,0.0,0.0,96.0,55.0
82,Colorado,2003,24000.0,86,2064000.0,722000.0,1.4,2890000.0,West,0.0,381.1,485.3,0.0,0.0,866.4,0.0,1213.2,353.6,0.0,0.0,75.0,60.0
83,Colorado,2012,25000.0,48,1200000.0,468000.0,2.07,2484000.0,West,12283.8,3915.9,5185.3,0.0,0.0,21385.0,20234.1,3789.6,3456.8,0.0,0.0,71.0,55.0
84,Colorado,2013,26000.0,43,1118000.0,324000.0,2.1,2348000.0,West,9791.5,3276.3,6200.5,0.0,0.0,19268.3,12283.8,3915.9,5185.3,0.0,0.0,69.0,48.0
85,Colorado,2001,26000.0,55,1430000.0,529000.0,0.71,1015000.0,West,0.0,1575.0,9.8,0.0,0.0,1584.8,0.0,263.8,0.0,0.0,0.0,115.0,60.0
86,Colorado,2014,27000.0,37,999000.0,200000.0,2.11,2108000.0,West,8658.2,1140.7,8689.7,0.0,0.0,18488.6,9791.5,3276.3,6200.5,0.0,0.0,69.0,43.0
87,Colorado,2008,27000.0,45,1215000.0,656000.0,1.51,1835000.0,West,4894.1,960.4,2425.9,12.2,0.0,8292.6,2223.3,1794.0,1077.1,0.0,0.0,74.0,51.0
88,Colorado,1998,27000.0,72,1944000.0,1594000.0,0.7,1361000.0,West,0.0,1724.5,0.0,0.0,0.0,1724.5,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,57.8
89,Colorado,1999,27000.0,76,2052000.0,1436000.0,0.68,1395000.0,West,0.0,913.9,0.0,0.0,0.0,913.9,0.0,1724.5,0.0,0.0,0.0,128.0,72.0
90,Colorado,2009,28000.0,53,1484000.0,326000.0,1.43,2122000.0,West,7375.4,2561.9,2176.0,0.0,0.0,12113.3,4894.1,960.4,2425.9,12.2,0.0,90.0,45.0
91,Colorado,2005,28000.0,70,1960000.0,902000.0,0.97,1901000.0,West,5369.9,2381.9,622.5,0.0,0.0,8374.3,1861.5,1657.0,1847.5,0.0,0.0,78.0,80.0
92,Colorado,2015,29000.0,51,1479000.0,399000.0,2.26,3343000.0,West,0.0,4567.8,207.0,0.0,0.0,4774.8,8658.2,1140.7,8689.7,0.0,0.0,86.0,37.0
93,Colorado,2000,29000.0,60,1740000.0,957000.0,0.62,1079000.0,West,0.0,263.8,0.0,0.0,0.0,263.8,0.0,913.9,0.0,0.0,0.0,105.0,76.0
94,Colorado,2007,31000.0,51,1581000.0,838000.0,1.15,1818000.0,West,2223.3,1794.0,1077.1,0.0,0.0,5094.4,3165.9,883.8,1464.0,0.0,0.0,74.0,75.0
95,Colorado,2011,31000.0,55,1705000.0,443000.0,2.0,3410000.0,West,20234.1,3789.6,3456.8,0.0,0.0,27480.5,16623.2,3435.3,4125.3,0.0,0.0,91.0,56.0
96,Colorado,2016,32000.0,40,1280000.0,282000.0,2.24,2867000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,0.0,4567.8,207.0,0.0,0.0,74.0,51.0
97,Colorado,2017,33000.0,43,1419000.0,284000.0,2.06,2923000.0,West,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,78.0,40.0
98,Colorado,2010,34000.0,56,1904000.0,533000.0,1.52,2894000.0,West,16623.2,3435.3,4125.3,0.0,0.0,24183.8,7375.4,2561.9,2176.0,0.0,0.0,77.0,53.0
99,Colorado,2006,36000.0,75,2700000.0,1458000.0,1.04,2808000.0,West,3165.9,883.8,1464.0,0.0,0.0,5513.7,5369.9,2381.9,622.5,0.0,0.0,91.0,70.0
100,Florida,2008,150000.0,79,11850000.0,1304000.0,1.32,15642000.0,South,134.3,31040.8,2152.0,181.1,0.0,33508.2,84.4,42580.1,933.8,16.5,0.0,74.0,71.0
101,Florida,2007,160000.0,71,11360000.0,1363000.0,0.99,11246000.0,South,84.4,42580.1,933.8,16.5,0.0,43614.8,85.4,20595.0,625.4,156.2,0.0,74.0,81.0
102,Florida,2005,160000.0,86,13760000.0,2477000.0,0.87,11971000.0,South,7.9,26821.9,1887.8,93.5,0.0,28811.1,0.0,15851.0,1146.7,0.0,0.0,78.0,98.0
103,Florida,2009,170000.0,68,11560000.0,1618000.0,1.42,16415000.0,South,96.3,31796.6,2237.5,734.4,0.0,34864.8,134.3,31040.8,2152.0,181.1,0.0,90.0,79.0
104,Florida,2006,170000.0,81,13770000.0,1790000.0,1.0,13770000.0,South,85.4,20595.0,625.4,156.2,0.0,21462.0,7.9,26821.9,1887.8,93.5,0.0,91.0,86.0
105,Florida,2011,180000.0,61,10980000.0,988000.0,1.68,18446000.0,South,358.2,38183.4,13523.4,469.8,0.0,52534.8,238.5,29766.4,3700.1,290.7,0.0,91.0,69.0
106,Florida,2012,193000.0,64,12352000.0,1235000.0,1.84,22728000.0,South,657.7,45642.4,11270.7,487.6,0.0,58058.4,358.2,38183.4,13523.4,469.8,0.0,71.0,61.0
107,Florida,2010,200000.0,69,13800000.0,1794000.0,1.56,21528000.0,South,238.5,29766.4,3700.1,290.7,0.0,33995.7,96.3,31796.6,2237.5,734.4,0.0,77.0,68.0
108,Florida,2017,205000.0,43,8815000.0,529000.0,2.4,21156000.0,South,15391.831578947367,12671.921052631578,11189.678947368422,334.5105263157895,2.6,39590.54210526316,93.8,52580.4,11642.4,1.8,0.0,78.0,50.0
109,Florida,2004,205000.0,98,20090000.0,2009000.0,1.02,20492000.0,South,0.0,15851.0,1146.7,0.0,0.0,16997.7,0.0,35597.6,0.0,0.0,0.0,87.0,71.0
110,Florida,2003,210000.0,71,14910000.0,1491000.0,1.32,19681000.0,South,0.0,35597.6,0.0,0.0,0.0,35597.6,0.0,7846.5,10.2,0.0,0.0,75.0,93.0
111,Florida,2016,215000.0,50,10750000.0,538000.0,2.43,26123000.0,South,93.8,52580.4,11642.4,1.8,0.0,64318.4,198.9,37847.4,7991.5,712.0,0.0,74.0,54.0
112,Florida,2001,220000.0,100,22000000.0,3432000.0,0.64,14080000.0,South,0.0,9378.8,0.0,0.0,0.0,9378.8,0.0,6003.8,0.0,0.0,0.0,115.0,105.0
113,Florida,2015,220000.0,54,11880000.0,832000.0,1.97,23404000.0,South,198.9,37847.4,7991.5,712.0,0.0,46749.8,858.6,30203.3,13241.9,368.9,0.0,86.0,60.0
114,Florida,2013,220000.0,61,13420000.0,1074000.0,2.03,27243000.0,South,281.9,61532.0,13291.0,643.9,0.0,75748.8,657.7,45642.4,11270.7,487.6,0.0,69.0,64.0
115,Florida,2002,220000.0,93,20460000.0,2026000.0,1.14,23324000.0,South,0.0,7846.5,10.2,0.0,0.0,7856.7,0.0,9378.8,0.0,0.0,0.0,96.0,100.0
116,Florida,1999,228000.0,102,23256000.0,4186000.0,0.53,12326000.0,South,0.0,11173.8,0.0,0.0,0.0,11173.8,0.0,11049.1,0.0,0.0,0.0,128.0,98.0
117,Florida,1998,230000.0,98,22540000.0,4508000.0,0.64,14426000.0,South,0.0,11049.1,0.0,0.0,0.0,11049.1,15391.831578947367,12671.921052631578,11189.678947368424,334.5105263157895,2.6,85.1,75.7
118,Florida,2000,232000.0,105,24360000.0,2923000.0,0.54,13154000.0,South,0.0,6003.8,0.0,0.0,0.0,6003.8,0.0,11173.8,0.0,0.0,0.0,105.0,102.0
119,Florida,2014,245000.0,60,14700000.0,1029000.0,2.08,30576000.0,South,858.6,30203.3,13241.9,368.9,0.0,44672.7,281.9,61532.0,13291.0,643.9,0.0,69.0,61.0
120,Georgia,2002,50000.0,52,2600000.0,52000.0,1.13,2938000.0,South,0.0,5541.3,2643.7,0.0,0.0,8185.0,0.0,4127.4,0.0,0.0,0.0,96.0,57.0
121,Georgia,2003,52000.0,65,3380000.0,270000.0,1.28,4326000.0,South,0.0,11799.7,1670.2,0.0,0.0,13469.9,0.0,5541.3,2643.7,0.0,0.0,75.0,52.0
122,Georgia,2010,55000.0,46,2530000.0,152000.0,1.67,4225000.0,South,2010.1,15499.6,8551.6,45.6,10.4,26117.3,2305.1,11526.9,9464.0,27.8,0.4,77.0,41.0
123,Georgia,2001,55000.0,57,3135000.0,188000.0,0.7,2195000.0,South,0.0,4127.4,0.0,0.0,0.0,4127.4,0.0,3065.3,0.0,0.0,0.0,115.0,57.0
124,Georgia,2000,55000.0,57,3135000.0,376000.0,0.63,1975000.0,South,0.0,3065.3,0.0,0.0,0.0,3065.3,0.0,3647.8,0.0,0.0,0.0,105.0,51.0
125,Georgia,2005,59000.0,49,2891000.0,434000.0,0.89,2573000.0,South,58.4,3524.6,3326.1,7.6,20.6,6937.3,4667.9,3927.7,1823.0,0.1,2.7,78.0,49.0
126,Georgia,2012,59000.0,51,3009000.0,181000.0,1.92,5777000.0,South,2027.7,21222.0,17521.6,62.3,5.9,40839.5,2592.3,38017.1,17996.9,6.0,13.1,71.0,43.0
127,Georgia,2007,60000.0,58,3480000.0,522000.0,1.19,4141000.0,South,3736.5,5571.6,7840.9,10.8,0.0,17159.8,1161.6,11053.7,9371.1,52.7,41.4,74.0,74.0
128,Georgia,2004,63000.0,49,3087000.0,648000.0,1.2,3704000.0,South,4667.9,3927.7,1823.0,0.1,2.7,10421.4,0.0,11799.7,1670.2,0.0,0.0,87.0,65.0
129,Georgia,2006,63000.0,74,4662000.0,746000.0,1.2,5594000.0,South,1161.6,11053.7,9371.1,52.7,41.4,21680.5,58.4,3524.6,3326.1,7.6,20.6,91.0,49.0
130,Georgia,2009,65000.0,41,2665000.0,346000.0,1.47,3918000.0,South,2305.1,11526.9,9464.0,27.8,0.4,23324.2,1942.8,6568.8,9468.3,25.9,21.5,90.0,71.0
131,Georgia,2011,65000.0,43,2795000.0,196000.0,1.65,4612000.0,South,2592.3,38017.1,17996.9,6.0,13.1,58625.4,2010.1,15499.6,8551.6,45.6,10.4,91.0,46.0
132,Georgia,1999,65000.0,51,3315000.0,497000.0,0.64,2122000.0,South,0.0,3647.8,0.0,0.0,0.0,3647.8,0.0,5259.6,0.0,0.0,0.0,128.0,56.0
133,Georgia,2008,65000.0,71,4615000.0,369000.0,1.52,7015000.0,South,1942.8,6568.8,9468.3,25.9,21.5,18027.3,3736.5,5571.6,7840.9,10.8,0.0,74.0,58.0
134,Georgia,2013,67000.0,50,3350000.0,637000.0,2.26,7571000.0,South,4551.9,17838.7,22223.9,33.7,0.0,44648.2,2027.7,21222.0,17521.6,62.3,5.9,69.0,51.0
135,Georgia,2015,69000.0,40,2760000.0,221000.0,2.43,6707000.0,South,1734.4,24940.5,2930.0,41.6,0.0,29646.5,7799.7,27802.7,16303.3,27.0,0.0,86.0,62.0
